Id	Hebrew	Url	Transliteration	Root	Root Url	POS	POS Pattern	POS Pattern Url	Gender	Translation
6340	קִיבּוּל	https://www.pealim.com/dict/6600-kibul/	kibul	ק - ב - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ל	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	volume, capacity; (electricity) capacitance
6341	קַבְּלָן	https://www.pealim.com/dict/9025-kablan/	kablan	ק - ב - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ל	Noun				contractor (construction)
6342	קִיבּוּעַ	https://www.pealim.com/dict/7381-kibua/	kibua	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	fixing, fixation
6343	קְבִיעוּת	https://www.pealim.com/dict/6790-kviut/	kvi'ut	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Noun			feminine	tenure; constancy
6344	קָבוּעַ	https://www.pealim.com/dict/5195-kavua/	kavua	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		fixed, steady, constant
6345	לְקַבֵּעַ	https://www.pealim.com/dict/7380-lekabea/	lekabea	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Verb	pi'el			to fix, to affix, to stabilise
6346	קְבִיעָה	https://www.pealim.com/dict/7441-kvia/	kvi'a	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	ruling, decision, order; setting, confirmation (of a date, time, place); fixing (photography)
6347	לְהִיקָּבֵעַ	https://www.pealim.com/dict/1854-lehikavea/	lehikavea	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Verb	nif'al			to be decided, to be ruled
6348	לְהִתְקַבֵּעַ	https://www.pealim.com/dict/5264-lehitkabea/	lehitkabea	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Verb	hitpa'el			to be fixed firmly; to become permanent
6349	לִקְבּוֹעַ	https://www.pealim.com/dict/1853-likboa/	likboa	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Verb	pa'al			to determine, to set, to decide on something
6350	קִיבָּעוֹן	https://www.pealim.com/dict/7214-kibaon/	kiba'on	ק - ב - ע	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ע	Noun	kittalon pattern	https://www.pealim.com/dict/?pos=noun&nm=qittalon	masculine	fixation (psychology)
6351	קְבוּצָה	https://www.pealim.com/dict/4090-kvutza/	kvutza	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Noun	ktula pattern	https://www.pealim.com/dict/?pos=noun&nm=qtula	feminine	group, collection; set (mathematics)
6352	לְהִיקָּבֵץ	https://www.pealim.com/dict/1855-lehikavetz/	lehikavetz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Verb	nif'al			to be gathered, to gather
6353	קוֹבֶץ	https://www.pealim.com/dict/3386-kovetz/	kovetz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	file (computing); collection, anthology
6354	קַבְּצָן	https://www.pealim.com/dict/4983-kabtzan/	kabtzan	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Noun				beggar
6355	לְקַבֵּץ	https://www.pealim.com/dict/1856-lekabetz/	lekabetz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Verb	pi'el			to collect, to assemble
6356	לְהִתְקַבֵּץ	https://www.pealim.com/dict/1857-lehitkabetz/	lehitkabetz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Verb	hitpa'el			to gather, to congregate, to be collected
6357	קִיבּוּץ	https://www.pealim.com/dict/5808-kibutz/	kibutz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	kibbutz, collective settlement; gathering, collection
6358	לִקְבּוֹץ	https://www.pealim.com/dict/7322-likbotz/	likbotz	ק - ב - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=צ	Verb	pa'al			to collect, to assemble (biblical)
6359	לִקְבּוֹר	https://www.pealim.com/dict/1858-likbor/	likbor	ק - ב - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ר	Verb	pa'al			to bury, to inter
6360	לְהִיקָּבֵר	https://www.pealim.com/dict/1859-lehikaver/	lehikaver	ק - ב - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ר	Verb	nif'al			to be buried, to be interred
6361	קָבוּר	https://www.pealim.com/dict/3687-kavur/	kavur	ק - ב - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ר	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		buried
6362	קְבוּרָה	https://www.pealim.com/dict/3688-kvura/	kvura	ק - ב - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ר	Noun	ktula pattern	https://www.pealim.com/dict/?pos=noun&nm=qtula	feminine	burial; grave
6363	קֵבֶר	https://www.pealim.com/dict/3689-kever/	kever	ק - ב - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ב&rf=ר	Noun	ketel pattern	https://www.pealim.com/dict/?pos=noun&nm=qetel	masculine	grave, tomb
6364	לָקוֹד	https://www.pealim.com/dict/2702-lakod/	lakod	ק - ד - ד	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ד	Verb	pa'al			to bow, to salute, to nod (to someone) (אל)
6365	לְקַדֵּד	https://www.pealim.com/dict/2703-lekaded/	lekaded	ק - ד - ד	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ד	Verb	pi'el			to drill, to bore; to encode
6366	קַדַּחַת	https://www.pealim.com/dict/5314-kadachat/	kadachat	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Noun	kattelet pattern	https://www.pealim.com/dict/?pos=noun&nm=qattelet	feminine	fever; malaria
6367	לִקְדּוֹחַ	https://www.pealim.com/dict/1860-likdoach/	likdoach	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Verb	pa'al			to have fever; to drill, to bore
6368	מַקְדֵּחָה	https://www.pealim.com/dict/3561-makdecha/	makdecha	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Noun	maktela pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtela	feminine	drill (tool)
6369	אֶקְדָּח	https://www.pealim.com/dict/4870-ekdach/	ekdach	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Noun	ektal pattern	https://www.pealim.com/dict/?pos=noun&nm=eqtal	masculine	pistol, hand gun
6370	קְדִיחָה	https://www.pealim.com/dict/7568-kdicha/	kdicha	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	drilling, boring; delirium, fever
6371	מַקְדֵּחַ	https://www.pealim.com/dict/8047-makdeach/	makdeach	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Noun	maktel pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtel	masculine	drill bit
6372	לְהַקְדִּיחַ	https://www.pealim.com/dict/6053-lehakdiach/	lehakdiach	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Verb	hif'il			to burn (food, due to overcooking)
6373	לְהִיקָּדֵחַ	https://www.pealim.com/dict/1861-lehikadeach/	lehikadeach	ק - ד - ח	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ח	Verb	nif'al			to be drilled, to be bored (of a hole, well)
6374	מוּקְדָּם	https://www.pealim.com/dict/5898-mukdam/	mukdam	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Adjective	muktal pattern	https://www.pealim.com/dict/?pos=adjective&am=muqtal		early
6375	לְהִתְקַדֵּם	https://www.pealim.com/dict/1865-lehitkadem/	lehitkadem	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Verb	hitpa'el			to advance, to progress (intransitive)
6376	קִידּוֹמֶת	https://www.pealim.com/dict/3268-kidomet/	kidomet	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	kittolet pattern	https://www.pealim.com/dict/?pos=noun&nm=qittolet	feminine	prefix
6377	קִדְמִי	https://www.pealim.com/dict/8795-kidmi/	kidmi	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Adjective				front
6378	קִדְמָה	https://www.pealim.com/dict/3220-kidma/	kidma	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	kitla pattern	https://www.pealim.com/dict/?pos=noun&nm=qitla	feminine	progress, advancement
6379	קָדִימָה	https://www.pealim.com/dict/4713-kadima/	kadima	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Adverb				forward, forwards
6380	הַקְדָּמָה	https://www.pealim.com/dict/4715-hakdama/	hakdama	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	foreword, preface, introduction
6381	תַּקְדִּים	https://www.pealim.com/dict/4751-takdim/	takdim	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	taktil pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtil	masculine	precedent
6382	הִתְקַדְּמוּת	https://www.pealim.com/dict/3026-hitkadmut/	hitkadmut	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	progress, advancement
6383	מְקַדֵּם	https://www.pealim.com/dict/7822-mekadem/	mekadem	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	mekattel pattern	https://www.pealim.com/dict/?pos=noun&nm=meqattel	masculine	coefficient
6384	קָדוּם	https://www.pealim.com/dict/8010-kadum/	kadum	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Adjective	katul pattern	https://www.pealim.com/dict/?pos=adjective&am=qatul		ancient
6385	לְקַדֵּם	https://www.pealim.com/dict/1863-lekadem/	lekadem	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Verb	pi'el			to advance, to promote, to welcome
6386	לְהַקְדִּים	https://www.pealim.com/dict/1864-lehakdim/	lehakdim	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Verb	hif'il			to precede; to do something early
6387	קִידּוּם	https://www.pealim.com/dict/8926-kidum/	kidum	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	advancement; promotion
6388	לִקְדּוֹם	https://www.pealim.com/dict/1862-likdom/	likdom	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Verb	pa'al			to precede; to be ahead
6389	הֶקְדֵּם	https://www.pealim.com/dict/7103-hekdem/	hekdem	ק - ד - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=מ	Noun	hektel pattern	https://www.pealim.com/dict/?pos=noun&nm=heqtel	masculine	completing early, doing something ahead of time
6390	לְהִתְקַדֵּר	https://www.pealim.com/dict/1867-lehitkader/	lehitkader	ק - ד - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ר	Verb	hitpa'el			to darken, to become cloudy
6391	לִקְדּוֹר	https://www.pealim.com/dict/1866-likdor/	likdor	ק - ד - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ר	Verb	pa'al			to darken, to become gloomy
6392	קַדָּרוּת	https://www.pealim.com/dict/6281-kadarut/	kadarut	ק - ד - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ר	Noun			feminine	pottery
6393	קַדָּר	https://www.pealim.com/dict/6280-kadar/	kadar	ק - ד - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=ר	Noun	kattal pattern	https://www.pealim.com/dict/?pos=noun&nm=qattal	masculine	potter
6394	קָדוֹשׁ	https://www.pealim.com/dict/5729-kadosh/	kadosh	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Adjective	katol pattern	https://www.pealim.com/dict/?pos=adjective&am=qatol		saint, holy; sacred, hallowed
6395	קִידּוּשׁ	https://www.pealim.com/dict/7549-kidush/	kidush	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Noun	kittul pattern	https://www.pealim.com/dict/?pos=noun&nm=qittul	masculine	Kiddush (Jewish tradition)
6396	לְהִתְקַדֵּשׁ	https://www.pealim.com/dict/1869-lehitkadesh/	lehitkadesh	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Verb	hitpa'el			to become sanctified, hallowed
6397	מִקְדָּשׁ	https://www.pealim.com/dict/2678-mikdash/	mikdash	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	temple, sanctuary
6398	קוֹדֶשׁ	https://www.pealim.com/dict/5093-kodesh/	kodesh	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	holiness, sanctity; sacred place or object
6399	הַקְדָּשָׁה	https://www.pealim.com/dict/8095-hakdasha/	hakdasha	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	consecration, sanctification; dedication, designation
6400	לְקַדֵּשׁ	https://www.pealim.com/dict/1868-lekadesh/	lekadesh	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Verb	pi'el			to sanctify, to hallow
6401	לְהַקְדִּישׁ	https://www.pealim.com/dict/1870-lehakdish/	lehakdish	ק - ד - שׁ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ד&rf=שׁ	Verb	hif'il			to dedicate, to devote
6402	קֵהוּת	https://www.pealim.com/dict/7063-kehut/	kehut	ק - ה - הּ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ה	Noun			feminine	dullness, bluntness; apathy
6403	קֵהֶה	https://www.pealim.com/dict/7062-kehe/	kehe	ק - ה - הּ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ה	Adjective	kete pattern	https://www.pealim.com/dict/?pos=adjective&am=qete		dull, blunt; dulled, blurred
6404	לְהִתְקַהוֹת	https://www.pealim.com/dict/1871-lehitkahot/	lehitkahot	ק - ה - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=י	Verb	hitpa'el			to numb, to become dull (of a knife)
6405	לְהַקְהוֹת	https://www.pealim.com/dict/1872-lehakhot/	lehakhot	ק - ה - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=י	Verb	hif'il			to make dull (of a knife), to numb
6406	לְהִתְקַהוֹת	https://www.pealim.com/dict/1871-lehitkahot/	lehitkahot	ק - ה - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=י	Verb	hitpa'el			to numb, to become dull (of a knife)
6407	לְהַקְהוֹת	https://www.pealim.com/dict/1872-lehakhot/	lehakhot	ק - ה - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=י	Verb	hif'il			to make dull (of a knife), to numb
6408	קְהִילָּה	https://www.pealim.com/dict/4142-kehila/	kehila	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	community, congregation
6409	הִתְקַהֲלוּת	https://www.pealim.com/dict/7401-hitkahalut/	hitkahalut	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	crowd, gathering of people
6410	לְהִתְקַהֵל	https://www.pealim.com/dict/1873-lehitkahel/	lehitkahel	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Verb	hitpa'el			to congregate, to assemble, to flock
6411	מַקְהֵלָה	https://www.pealim.com/dict/3562-makhela/	makhela	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Noun	maktela pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtela	feminine	choir
6412	לְהִיקָּהֵל	https://www.pealim.com/dict/4141-lehikahel/	lehikahel	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Verb	nif'al			to gather, to assemble
6413	קְהִלָּתִי	https://www.pealim.com/dict/5954-kehilati/	kehilati	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Adjective				community; parochial
6414	קָהָל	https://www.pealim.com/dict/4940-kahal/	kahal	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Noun	katal pattern	https://www.pealim.com/dict/?pos=noun&nm=qatal	masculine	community, public; audience
6415	קְהִילָתִי	https://www.pealim.com/dict/8666-kehilati/	kehilati	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Adjective				community; parochial
6416	קְהִילָה	https://www.pealim.com/dict/7747-kehila/	kehila	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	community, congregation
6417	לְהַקְהִיל	https://www.pealim.com/dict/8405-lehakhil/	lehakhil	ק - ה - ל	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ה&rf=ל	Verb	hif'il			to assemble, to bring together
6418	לְקַווֵּד	https://www.pealim.com/dict/7803-lekaved/	lekaved	ק - ו - ד	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=ד	Verb	pi'el			to encode (computing)
6419	לְהִיקָּווֹת	https://www.pealim.com/dict/4177-lehikavot/	lehikavot	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Verb	nif'al			to flow, to form a body of liquid
6420	תִּקְווָה	https://www.pealim.com/dict/4991-tikva/	tikva	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Noun	taktela pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtela	feminine	hope
6421	לְקַוּוֹת	https://www.pealim.com/dict/1874-lekavot/	lekavot	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Verb	pi'el			to hope
6422	מִקְווֶה	https://www.pealim.com/dict/9044-mikve/	mikve	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	mikveh, ritual bath (judaism)
6423	לְהִיקָּווֹת	https://www.pealim.com/dict/4177-lehikavot/	lehikavot	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Verb	nif'al			to flow, to form a body of liquid
6424	תִּקְווָה	https://www.pealim.com/dict/4991-tikva/	tikva	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Noun	taktela pattern	https://www.pealim.com/dict/?pos=noun&nm=taqtela	feminine	hope
6425	לְקַוּוֹת	https://www.pealim.com/dict/1874-lekavot/	lekavot	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Verb	pi'el			to hope
6426	מִקְווֶה	https://www.pealim.com/dict/9044-mikve/	mikve	ק - ו - ה	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=י	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	mikveh, ritual bath (judaism)
6427	לָקוּם	https://www.pealim.com/dict/1876-lakum/	lakum	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Verb	pa'al			to get up, to stand up, to arise; to be established, to come into being
6428	לְהָקִים	https://www.pealim.com/dict/1877-lehakim/	lehakim	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Verb	hif'il			to build, to found, to establish
6429	לְקוֹמֵם	https://www.pealim.com/dict/1878-lekomem/	lekomem	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Verb	pi'el			to outrage, to anger
6430	לְהִתְקוֹמֵם	https://www.pealim.com/dict/1879-lehitkomem/	lehitkomem	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Verb	hitpa'el			to rebel, to revolt
6431	מָקוֹם	https://www.pealim.com/dict/3727-makom/	makom	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	place, space, seat
6432	תְּקוּמָה	https://www.pealim.com/dict/3743-tkuma/	tkuma	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun	tkula pattern	https://www.pealim.com/dict/?pos=noun&nm=tqula	feminine	revival; (lit.) resistance, resilience
6433	יְקוּם	https://www.pealim.com/dict/4150-yekum/	yekum	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun			masculine	universe, the whole world
6434	מְקוֹמִי	https://www.pealim.com/dict/4799-mekomi/	mekomi	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Adjective				local
6435	הִתְקוֹמְמוּת	https://www.pealim.com/dict/9191-hitkomemut/	hitkomemut	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun	hitkattlut pattern	https://www.pealim.com/dict/?pos=noun&nm=hitqatlut	feminine	uprising, rebellion
6436	הֲקָמָה	https://www.pealim.com/dict/6253-hakama/	hakama	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun	haktala pattern	https://www.pealim.com/dict/?pos=noun&nm=haqtala	feminine	establishment, foundation, setting up
6437	מֵקִים	https://www.pealim.com/dict/6338-mekim/	mekim	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun	maktil pattern	https://www.pealim.com/dict/?pos=noun&nm=maqtil	masculine	founder
6438	קוֹמָה	https://www.pealim.com/dict/6465-koma/	koma	ק - ו - ם	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=מ	Noun			feminine	floor, storey, tier; stature, height
6439	קִינָה	https://www.pealim.com/dict/5659-kina/	kina	ק - ו - ן	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=נ	Noun	ktila pattern	https://www.pealim.com/dict/?pos=noun&nm=qtila	feminine	lamentation
6440	מְקוּוָּן	https://www.pealim.com/dict/5286-mekuvan/	mekuvan	ק - ו - ן	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=נ	Adjective	mekuttal pattern	https://www.pealim.com/dict/?pos=adjective&am=mequttal		online
6441	לְקוֹנֵן	https://www.pealim.com/dict/5658-lekonen/	lekonen	ק - ו - ן	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=נ	Verb	pi'el			to lament, to mourn
6442	קוֹפִי	https://www.pealim.com/dict/8647-kofi/	kofi	ק - ו - ף	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=פ	Adjective				simian, apish, ape-like
6443	תְּקוּפָה	https://www.pealim.com/dict/6388-tkufa/	tkufa	ק - ו - ף	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=פ	Noun	tkula pattern	https://www.pealim.com/dict/?pos=noun&nm=tqula	feminine	period, era; season
6444	קוֹף	https://www.pealim.com/dict/6595-kof/	kof	ק - ו - ף	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=פ	Noun			masculine	monkey, ape
6445	לָקוּץ	https://www.pealim.com/dict/2779-lakutz/	lakutz	ק - ו - ץ	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=צ	Verb	pa'al			to loathe, to be sick of; to wake up (archaic)
6446	מָקוֹר	https://www.pealim.com/dict/5748-makor/	makor	ק - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=ר	Noun	miktal pattern	https://www.pealim.com/dict/?pos=noun&nm=miqtal	masculine	source, origin
6447	מְקוֹרִי	https://www.pealim.com/dict/8888-mekori/	mekori	ק - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=ר	Adjective				original
6448	מְקוֹרִיּוּת	https://www.pealim.com/dict/8889-mekoriyut/	mekoriyut	ק - ו - ר	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ו&rf=ר	Noun			feminine	originality
6449	לְקַזֵּז	https://www.pealim.com/dict/1883-lekazez/	lekazez	ק - ז - ז	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ז&rf=ז	Verb	pi'el			to deduct, to reduce; to offset (tax)
6450	לְהִתְקַזֵּז	https://www.pealim.com/dict/5758-lehitkazez/	lehitkazez	ק - ז - ז	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ז&rf=ז	Verb	hitpa'el			to offset, to balance out; to settle debt (slang)
6451	קוֹטֶב	https://www.pealim.com/dict/7825-kotev/	kotev	ק - ט - ב	https://www.pealim.com/dict/?num-radicals=3&r1=ק&r2=ט&rf=ב	Noun	kotel pattern	https://www.pealim.com/dict/?pos=noun&nm=qotel-s	masculine	pole (geography, physics)
